Order ID,Order Date,Ship Date,Ship Mode,Customer ID,City,State,Postal Code,Region
CA-2018-143343,10/06/2018,13/06/2018,First Class,BW-11200,Los Angeles,California,90032.0,West
CA-2018-115154,08/01/2018,11/01/2018,First Class,RS-19420,Seattle,Washington,98115.0,West
CA-2016-149342,20/04/2016,25/04/2016,Standard Class,TS-21160,Columbus,Georgia,31907.0,South
CA-2016-130995,01/11/2016,06/11/2016,Standard Class,QJ-19255,New York City,New York,10009.0,East
CA-2018-127929,23/12/2018,27/12/2018,Standard Class,FM-14215,Middletown,Connecticut,6457.0,East
CA-2016-113145,01/11/2016,05/11/2016,Standard Class,VD-21670,New York City,New York,10011.0,East
CA-2015-162362,14/11/2015,18/11/2015,Standard Class,JL-15505,Midland,Michigan,48640.0,Central
CA-2017-106558,17/01/2017,21/01/2017,Standard Class,DL-13495,Columbus,Georgia,31907.0,South
CA-2018-157931,17/09/2018,22/09/2018,Second Class,MO-17800,Roswell,Georgia,30076.0,South
CA-2017-115574,23/12/2017,24/12/2017,First Class,BP-11185,Chicago,Illinois,60623.0,Central
CA-2016-160794,06/08/2016,08/08/2016,First Class,MS-17980,Houston,Texas,77041.0,Central
CA-2018-116225,05/11/2018,09/11/2018,Standard Class,SV-20935,New York City,New York,10009.0,East
US-2018-120418,11/06/2018,12/06/2018,First Class,BC-11125,Peoria,Arizona,85345.0,West
CA-2018-122035,20/07/2018,25/07/2018,Standard Class,EM-13825,Sioux Falls,South Dakota,57103.0,Central
CA-2016-117828,23/12/2016,26/12/2016,First Class,BD-11500,Richmond,Virginia,23223.0,South
CA-2018-165491,20/03/2018,24/03/2018,Standard Class,HW-14935,Seattle,Washington,98115.0,West
CA-2016-109470,31/12/2016,03/01/2017,Second Class,KC-16255,Henderson,Kentucky,42420.0,South
CA-2016-105102,15/09/2016,19/09/2016,Second Class,BM-11575,New York City,New York,10035.0,East
CA-2018-138422,23/09/2018,26/09/2018,First Class,KN-16705,Fort Collins,Colorado,80525.0,West
US-2016-147739,25/12/2016,29/12/2016,Standard Class,JD-16150,Philadelphia,Pennsylvania,19140.0,East
CA-2017-155187,24/09/2017,26/09/2017,Second Class,LA-16780,Los Angeles,California,90004.0,West
CA-2018-169285,21/03/2018,25/03/2018,Standard Class,RW-19690,Lafayette,Indiana,47905.0,Central
CA-2015-140886,30/09/2015,04/10/2015,Standard Class,KW-16570,Clarksville,Tennessee,37042.0,South
CA-2018-152695,10/12/2018,10/12/2018,Same Day,CC-12220,Fairfield,Connecticut,6824.0,East
CA-2015-110639,23/08/2015,23/08/2015,Same Day,RH-19495,New York City,New York,10009.0,East
CA-2015-121727,19/08/2015,24/08/2015,Standard Class,JK-15625,Columbus,Ohio,43229.0,East
CA-2017-137736,10/11/2017,15/11/2017,Standard Class,DC-13285,Warner Robins,Georgia,31088.0,South
US-2015-143231,31/12/2015,03/01/2016,First Class,GM-14455,Franklin,Massachusetts,2038.0,East
US-2015-155894,26/07/2015,30/07/2015,Second Class,CL-11890,Chicago,Illinois,60623.0,Central
CA-2017-119025,22/02/2017,28/02/2017,Standard Class,PV-18985,Milwaukee,Wisconsin,53209.0,Central
CA-2017-159373,13/03/2017,18/03/2017,Standard Class,LT-17110,San Antonio,Texas,78207.0,Central
CA-2018-109701,02/12/2018,03/12/2018,Same Day,AM-10360,Los Angeles,California,90032.0,West
CA-2016-111514,31/08/2016,02/09/2016,First Class,SC-20260,San Francisco,California,94122.0,West
US-2015-148838,17/03/2015,21/03/2015,Standard Class,CP-12340,New York City,New York,10024.0,East
CA-2018-136497,16/04/2018,20/04/2018,Standard Class,RF-19840,Columbus,Ohio,43229.0,East
US-2017-108637,13/03/2017,18/03/2017,Standard Class,AB-10060,Waynesboro,Virginia,22980.0,South
CA-2015-102295,24/11/2015,26/11/2015,Second Class,EH-13990,Sacramento,California,95823.0,West
CA-2018-123659,10/02/2018,13/02/2018,First Class,MN-17935,Clinton,Maryland,20735.0,East
US-2017-129469,23/09/2017,27/09/2017,Standard Class,KL-16555,Fairfield,Ohio,45014.0,East
CA-2018-155152,07/07/2018,09/07/2018,Second Class,MP-17965,Warwick,Rhode Island,2886.0,East
CA-2017-159940,07/07/2017,11/07/2017,Second Class,BF-11020,Aurora,Illinois,60505.0,Central
CA-2018-119669,24/01/2018,30/01/2018,Standard Class,TP-21130,Smyrna,Georgia,30080.0,South
US-2015-164616,19/08/2015,21/08/2015,Second Class,MS-17770,Columbus,Ohio,43229.0,East
CA-2016-148628,06/12/2016,11/12/2016,Standard Class,KM-16375,Thousand Oaks,California,91360.0,West
CA-2017-118052,06/05/2017,10/05/2017,Standard Class,BE-11455,Lorain,Ohio,44052.0,East
US-2018-117534,25/03/2018,26/03/2018,First Class,CV-12295,Fresno,California,93727.0,West
CA-2016-145065,12/12/2016,15/12/2016,First Class,DK-13375,San Diego,California,92105.0,West
US-2016-127040,06/12/2016,10/12/2016,Standard Class,SG-20605,New York City,New York,10009.0,East
CA-2017-128111,17/03/2017,23/03/2017,Standard Class,CS-12355,Malden,Massachusetts,2148.0,East
CA-2016-137897,14/11/2016,19/11/2016,Standard Class,PJ-18835,New York City,New York,10035.0,East
CA-2018-169264,14/08/2018,16/08/2018,Second Class,NP-18700,San Francisco,California,94109.0,West
CA-2018-147361,09/09/2018,15/09/2018,Standard Class,SB-20290,Florence,South Carolina,29501.0,South
CA-2018-145877,01/04/2018,04/04/2018,Second Class,AS-10090,Springfield,Missouri,65807.0,Central
US-2017-110170,27/09/2017,03/10/2017,Standard Class,HM-14860,Huntsville,Texas,77340.0,Central
CA-2018-108574,07/10/2018,11/10/2018,Standard Class,MG-18145,Los Angeles,California,90045.0,West
CA-2018-144589,20/01/2018,25/01/2018,Standard Class,TM-21010,San Francisco,California,94122.0,West
CA-2018-155985,23/03/2018,25/03/2018,First Class,BE-11335,San Francisco,California,94122.0,West
CA-2015-162684,01/08/2015,06/08/2015,Standard Class,AS-10630,Philadelphia,Pennsylvania,19120.0,East
CA-2016-142041,07/06/2016,09/06/2016,Second Class,EM-13810,Los Angeles,California,90036.0,West
CA-2015-151295,12/11/2015,16/11/2015,Standard Class,JA-15970,Los Angeles,California,90045.0,West
CA-2017-156300,29/12/2017,02/01/2018,Standard Class,TB-21595,Milwaukee,Wisconsin,53209.0,Central
CA-2016-146087,06/07/2016,11/07/2016,Standard Class,PP-18955,Holyoke,Massachusetts,1040.0,East
CA-2018-168655,12/10/2018,18/10/2018,Standard Class,ML-18040,Albuquerque,New Mexico,87105.0,West
CA-2017-107202,21/05/2017,28/05/2017,Standard Class,LC-16930,Sparks,Nevada,89431.0,West
CA-2018-159597,09/11/2018,14/11/2018,Standard Class,MC-17590,Coachella,California,92236.0,West
CA-2017-155551,18/04/2017,23/04/2017,Standard Class,CR-12580,Elmhurst,Illinois,60126.0,Central
US-2018-147669,25/12/2018,30/12/2018,Standard Class,SV-20935,Fairfield,Ohio,45014.0,East
CA-2017-169922,11/06/2017,17/06/2017,Standard Class,MZ-17515,Arlington,Texas,76017.0,Central
CA-2018-100748,13/05/2018,20/05/2018,Standard Class,RB-19795,San Francisco,California,94110.0,West
CA-2018-129805,28/12/2018,02/01/2019,Standard Class,HM-14860,Seattle,Washington,98103.0,West
CA-2015-148586,25/03/2015,01/04/2015,Standard Class,AZ-10750,New York City,New York,10009.0,East
US-2018-112613,28/05/2018,01/06/2018,Standard Class,JH-15910,Houston,Texas,77070.0,Central
CA-2016-154746,14/11/2016,17/11/2016,First Class,PJ-18835,Springfield,Virginia,22153.0,South
CA-2018-140053,03/07/2018,10/07/2018,Standard Class,CA-12265,Farmington,New Mexico,87401.0,West
CA-2015-164210,18/11/2015,20/11/2015,Second Class,PW-19240,Louisville,Colorado,80027.0,West
CA-2018-139948,17/07/2018,22/07/2018,Standard Class,SW-20455,Tampa,Florida,33614.0,South
CA-2017-146934,22/05/2017,27/05/2017,Standard Class,AF-10870,Passaic,New Jersey,7055.0,East
CA-2016-100573,25/09/2016,01/10/2016,Standard Class,AM-10705,Los Angeles,California,90004.0,West
CA-2017-119165,31/10/2017,06/11/2017,Standard Class,BD-11320,Philadelphia,Pennsylvania,19143.0,East
CA-2016-128027,14/09/2016,17/09/2016,Second Class,CM-12385,North Charleston,South Carolina,29406.0,South
CA-2017-140207,05/11/2017,10/11/2017,Standard Class,CS-12400,San Jose,California,95123.0,West
CA-2018-140949,17/03/2018,22/03/2018,Second Class,DB-13405,New York City,New York,10011.0,East
CA-2018-138548,15/08/2018,21/08/2018,Standard Class,JG-15160,Plainfield,New Jersey,7060.0,East
CA-2016-142419,11/07/2016,13/07/2016,Second Class,SC-20380,Seattle,Washington,98115.0,West
CA-2018-148691,03/12/2018,09/12/2018,Standard Class,CS-12460,New York City,New York,10009.0,East
CA-2018-128755,04/05/2018,08/05/2018,Standard Class,MK-18160,Newport News,Virginia,23602.0,South
US-2017-135923,22/01/2017,28/01/2017,Standard Class,CM-11935,Fayetteville,North Carolina,28314.0,South
CA-2017-114972,03/11/2017,06/11/2017,First Class,PF-19225,Los Angeles,California,90032.0,West
CA-2018-102750,04/09/2018,08/09/2018,Second Class,GM-14695,Los Angeles,California,90036.0,West
CA-2015-145212,13/09/2015,19/09/2015,Standard Class,DC-12850,New York City,New York,10011.0,East
CA-2018-141992,19/06/2018,25/06/2018,Standard Class,FO-14305,Dallas,Texas,75220.0,Central
CA-2018-147956,24/12/2018,31/12/2018,Standard Class,AH-10210,Seattle,Washington,98105.0,West
CA-2018-126067,28/08/2018,03/09/2018,Standard Class,KN-16705,Seattle,Washington,98105.0,West
CA-2016-104514,02/01/2016,04/01/2016,Second Class,CB-12535,Newark,Delaware,19711.0,East
CA-2016-141040,09/10/2016,13/10/2016,Second Class,TB-21250,New York City,New York,10024.0,East
CA-2015-113579,13/12/2015,15/12/2015,Second Class,KD-16345,Los Angeles,California,90049.0,West
CA-2015-144624,19/11/2015,23/11/2015,Standard Class,JM-15865,Jamestown,New York,14701.0,East
CA-2017-146206,10/09/2017,14/09/2017,Second Class,KT-16480,Houston,Texas,77095.0,Central
CA-2015-136644,16/06/2015,22/06/2015,Standard Class,SC-20575,Mishawaka,Indiana,46544.0,Central
CA-2016-122371,26/09/2016,01/10/2016,Standard Class,BS-11800,San Diego,California,92037.0,West
CA-2017-126935,19/05/2017,24/05/2017,Standard Class,BT-11395,San Francisco,California,94109.0,West
US-2018-133781,22/06/2018,23/06/2018,First Class,DC-12850,Miami,Florida,33178.0,South
CA-2018-131618,17/06/2018,20/06/2018,First Class,LS-17200,Skokie,Illinois,60076.0,Central
CA-2017-149482,14/11/2017,19/11/2017,Standard Class,RR-19315,San Francisco,California,94110.0,West
CA-2015-143917,25/07/2015,27/07/2015,Second Class,KL-16645,San Francisco,California,94122.0,West
CA-2016-120397,02/07/2016,02/07/2016,Same Day,RB-19435,Houston,Texas,77070.0,Central
CA-2018-163902,02/03/2018,08/03/2018,Standard Class,MY-17380,Los Angeles,California,90045.0,West
CA-2017-136812,18/11/2017,23/11/2017,Standard Class,AW-10930,Oklahoma City,Oklahoma,73120.0,Central
CA-2016-102722,18/04/2016,19/04/2016,First Class,KW-16570,Monroe,Louisiana,71203.0,South
CA-2018-155089,02/12/2018,06/12/2018,Standard Class,DB-12910,Tampa,Florida,33614.0,South
CA-2017-124506,11/11/2017,17/11/2017,Standard Class,BB-11545,Chicago,Illinois,60623.0,Central
CA-2015-106572,05/09/2015,10/09/2015,Standard Class,NP-18700,Bowling Green,Ohio,43402.0,East
CA-2015-128888,15/11/2015,22/11/2015,Standard Class,PB-19105,Houston,Texas,77095.0,Central
CA-2018-123134,02/05/2018,07/05/2018,Standard Class,DW-13585,Westfield,New Jersey,7090.0,East
CA-2017-124352,15/10/2017,21/10/2017,Standard Class,CD-12790,Oklahoma City,Oklahoma,73120.0,Central
CA-2016-124541,06/04/2016,10/04/2016,Standard Class,TT-21220,Houston,Texas,77041.0,Central
CA-2015-108707,24/10/2015,29/10/2015,Standard Class,DB-12910,Fort Lauderdale,Florida,33311.0,South
CA-2015-111500,17/08/2015,21/08/2015,Standard Class,DJ-13510,Little Rock,Arkansas,72209.0,South
US-2018-117723,15/08/2018,18/08/2018,Second Class,DL-13495,Philadelphia,Pennsylvania,19120.0,East
CA-2016-143238,06/09/2016,08/09/2016,First Class,LO-17170,La Quinta,California,92253.0,West
CA-2016-168746,27/01/2016,29/01/2016,Second Class,SV-20365,Cleveland,Ohio,44105.0,East
CA-2016-113404,16/07/2016,16/07/2016,Same Day,EM-13810,San Francisco,California,94122.0,West
CA-2017-144792,30/04/2017,04/05/2017,Standard Class,KD-16615,Scottsdale,Arizona,85254.0,West
CA-2015-164385,26/09/2015,01/10/2015,Second Class,NB-18580,Philadelphia,Pennsylvania,19134.0,East
US-2017-114174,08/09/2017,14/09/2017,Standard Class,AP-10720,Malden,Massachusetts,2148.0,East
CA-2018-108070,16/04/2018,20/04/2018,Standard Class,JE-15745,San Jose,California,95123.0,West
US-2016-128090,16/08/2016,22/08/2016,Standard Class,JM-15865,Phoenix,Arizona,85023.0,West
CA-2018-101042,19/11/2018,23/11/2018,Standard Class,AB-10105,Henderson,Kentucky,42420.0,South
CA-2017-155439,14/09/2017,18/09/2017,Standard Class,PN-18775,Columbia,South Carolina,29203.0,South
CA-2017-118626,15/08/2017,20/08/2017,Standard Class,JC-15775,Tallahassee,Florida,32303.0,South
CA-2016-111458,26/09/2016,30/09/2016,Standard Class,PF-19165,New York City,New York,10035.0,East
US-2017-126844,08/10/2017,14/10/2017,Standard Class,BW-11110,Houston,Texas,77070.0,Central
US-2016-112508,24/03/2016,30/03/2016,Standard Class,BP-11185,Coral Springs,Florida,33065.0,South
CA-2016-147788,31/05/2016,04/06/2016,Standard Class,TM-21010,Orem,Utah,84057.0,West
CA-2016-144288,25/12/2016,31/12/2016,Standard Class,MB-17305,Nashville,Tennessee,37211.0,South
CA-2016-110632,17/03/2016,22/03/2016,Second Class,HR-14830,New York City,New York,10009.0,East
CA-2018-109589,21/12/2018,24/12/2018,First Class,BD-11635,Bowling Green,Kentucky,42104.0,South
CA-2018-123967,01/11/2018,03/11/2018,Second Class,SF-20200,Bellingham,Washington,98226.0,West
CA-2018-148929,07/09/2018,11/09/2018,Standard Class,SP-20620,New York City,New York,10011.0,East
CA-2018-134404,27/12/2018,27/12/2018,Same Day,DR-12880,Newark,Ohio,43055.0,East
CA-2018-109778,16/07/2018,21/07/2018,Standard Class,VM-21685,Woodstock,Illinois,60098.0,Central
CA-2017-155845,12/08/2017,15/08/2017,Second Class,CM-12235,Carrollton,Texas,75007.0,Central
CA-2018-145128,09/07/2018,14/07/2018,Standard Class,SM-20320,Lafayette,Indiana,47905.0,Central
CA-2015-129091,22/11/2015,27/11/2015,Standard Class,RA-19885,Columbus,Georgia,31907.0,South
US-2015-155502,26/01/2015,31/01/2015,Standard Class,SD-20485,Alexandria,Virginia,22304.0,South
CA-2016-121041,03/11/2016,10/11/2016,Standard Class,CS-12250,Haltom City,Texas,76117.0,Central
CA-2018-131695,30/06/2018,06/07/2018,Standard Class,RA-19285,New York City,New York,10024.0,East
CA-2017-137729,05/05/2017,09/05/2017,Standard Class,BF-11005,Los Angeles,California,90004.0,West
US-2017-115455,08/09/2017,14/09/2017,Standard Class,SE-20110,Wheeling,Illinois,60090.0,Central
CA-2018-128300,24/11/2018,26/11/2018,Second Class,RS-19765,Summerville,South Carolina,29483.0,South
CA-2018-149048,13/05/2018,17/05/2018,Standard Class,BM-11650,Columbus,Indiana,47201.0,Central
CA-2018-108553,23/04/2018,29/04/2018,Standard Class,SK-19990,New York City,New York,10024.0,East
CA-2017-165848,04/06/2017,04/06/2017,Same Day,EN-13780,New York City,New York,10035.0,East
CA-2015-112718,16/12/2015,21/12/2015,Standard Class,KN-16450,Jacksonville,Florida,32216.0,South
CA-2017-154053,04/03/2017,10/03/2017,Standard Class,MG-17890,San Diego,California,92024.0,West
CA-2015-127446,25/11/2015,30/11/2015,Standard Class,MC-17590,Arlington,Texas,76017.0,Central
CA-2017-137204,28/04/2017,05/05/2017,Standard Class,BO-11350,Los Angeles,California,90045.0,West
CA-2015-147298,26/04/2015,03/05/2015,Standard Class,AG-10300,Los Angeles,California,90049.0,West
CA-2018-147942,01/04/2018,05/04/2018,Standard Class,MS-17365,San Francisco,California,94110.0,West
CA-2018-115931,22/12/2018,26/12/2018,Standard Class,JM-15655,Carlsbad,New Mexico,88220.0,West
CA-2015-164861,03/12/2015,06/12/2015,Second Class,MC-17635,Saint Louis,Missouri,63116.0,Central
CA-2018-127180,22/10/2018,24/10/2018,First Class,TA-21385,New York City,New York,10024.0,East
US-2018-165344,13/11/2018,15/11/2018,First Class,SB-20290,Springfield,Ohio,45503.0,East
CA-2016-168186,10/09/2016,15/09/2016,Standard Class,AB-10150,Tulsa,Oklahoma,74133.0,Central
US-2018-110604,15/05/2018,20/05/2018,Standard Class,JF-15295,Seattle,Washington,98103.0,West
CA-2016-116750,05/07/2016,10/07/2016,Second Class,BF-10975,Fayetteville,North Carolina,28314.0,South
CA-2016-162369,15/08/2016,19/08/2016,Standard Class,TT-21265,Los Angeles,California,90045.0,West
CA-2018-108441,12/06/2018,18/06/2018,Standard Class,SB-20170,New York City,New York,10035.0,East
CA-2016-169740,20/02/2016,25/02/2016,Standard Class,LM-17065,Hot Springs,Arkansas,71901.0,South
CA-2017-124051,29/12/2017,30/12/2017,First Class,KA-16525,Aurora,Illinois,60505.0,Central
CA-2017-149111,17/04/2017,21/04/2017,Second Class,BF-11170,Raleigh,North Carolina,27604.0,South
CA-2015-131002,07/09/2015,12/09/2015,Second Class,TB-21400,Tulsa,Oklahoma,74133.0,Central
US-2017-146794,26/09/2017,01/10/2017,Standard Class,SH-19975,Hesperia,California,92345.0,West
CA-2018-112515,17/09/2018,21/09/2018,Second Class,AS-10225,Provo,Utah,84604.0,West
CA-2017-150343,16/08/2017,20/08/2017,Standard Class,PK-19075,San Francisco,California,94110.0,West
CA-2016-135538,24/12/2016,28/12/2016,Standard Class,HR-14830,Gilbert,Arizona,85234.0,West
CA-2018-123372,28/11/2018,02/12/2018,Standard Class,DG-13300,New York City,New York,10035.0,East
CA-2018-159604,14/04/2018,15/04/2018,First Class,CL-12700,Springfield,Missouri,65807.0,Central
CA-2017-164784,01/05/2017,04/05/2017,First Class,HF-14995,Memphis,Tennessee,38109.0,South
CA-2017-111794,01/10/2017,01/10/2017,Same Day,HG-15025,Amarillo,Texas,79109.0,Central
US-2016-139759,25/08/2016,30/08/2016,Standard Class,NL-18310,Los Angeles,California,90045.0,West
CA-2015-126403,09/09/2015,12/09/2015,Second Class,RR-19525,Lowell,Massachusetts,1852.0,East
CA-2018-136875,03/12/2018,03/12/2018,Same Day,TC-21295,San Diego,California,92024.0,West
CA-2018-132185,27/11/2018,02/12/2018,Standard Class,DB-13615,Asheville,North Carolina,28806.0,South
US-2015-160780,21/06/2015,21/06/2015,Same Day,SV-20785,Pueblo,Colorado,81001.0,West
CA-2018-127026,21/01/2018,27/01/2018,Standard Class,MH-18115,Jackson,Michigan,49201.0,Central
CA-2018-137085,29/06/2018,06/07/2018,Standard Class,CT-11995,Los Angeles,California,90004.0,West
CA-2017-133123,06/09/2017,11/09/2017,Standard Class,KB-16315,Thomasville,North Carolina,27360.0,South
US-2017-128195,04/08/2017,05/08/2017,First Class,RA-19285,Peoria,Illinois,61604.0,Central
CA-2016-153220,12/11/2016,14/11/2016,First Class,YC-21895,Los Angeles,California,90032.0,West
CA-2015-123064,30/06/2015,02/07/2015,First Class,RA-19915,Chicago,Illinois,60653.0,Central
CA-2018-156412,04/12/2018,08/12/2018,Standard Class,CM-12160,Philadelphia,Pennsylvania,19134.0,East
US-2017-144211,28/08/2017,02/09/2017,Standard Class,CS-12130,Englewood,Colorado,80112.0,West
CA-2017-138079,22/01/2017,28/01/2017,Standard Class,AJ-10795,Seattle,Washington,98115.0,West
CA-2015-143182,15/10/2015,20/10/2015,Standard Class,DL-12865,Hialeah,Florida,33012.0,South
CA-2017-161662,07/02/2017,09/02/2017,First Class,BE-11410,Lancaster,Ohio,43130.0,East
CA-2015-145317,18/03/2015,23/03/2015,Standard Class,SM-20320,Jacksonville,Florida,32216.0,South
CA-2015-143413,24/05/2015,30/05/2015,Standard Class,RP-19390,Baltimore,Maryland,21215.0,East
CA-2018-156818,11/07/2018,13/07/2018,Second Class,JD-16015,New York City,New York,10009.0,East
CA-2018-155873,16/06/2018,21/06/2018,Standard Class,AB-10255,Carlsbad,New Mexico,88220.0,West
CA-2016-121797,30/01/2016,06/02/2016,Standard Class,CC-12145,Los Angeles,California,90049.0,West
US-2016-120572,11/12/2016,15/12/2016,Standard Class,GH-14425,Jacksonville,Florida,32216.0,South
CA-2018-132430,09/10/2018,11/10/2018,First Class,CP-12085,Lakewood,Ohio,44107.0,East
CA-2018-146031,29/07/2018,01/08/2018,Second Class,GM-14440,Troy,New York,12180.0,East
CA-2015-110100,25/04/2015,29/04/2015,Standard Class,LC-16885,Wilmington,North Carolina,28403.0,South
CA-2016-103723,01/12/2016,06/12/2016,Standard Class,BT-11305,Seattle,Washington,98105.0,West
CA-2015-127187,04/12/2015,08/12/2015,Standard Class,CP-12085,New York City,New York,10024.0,East
CA-2018-128475,26/08/2018,01/09/2018,Standard Class,SC-20680,Columbus,Georgia,31907.0,South
CA-2015-100006,07/09/2015,13/09/2015,Standard Class,DK-13375,New York City,New York,10024.0,East
CA-2018-144827,21/12/2018,27/12/2018,Standard Class,SE-20110,Costa Mesa,California,92627.0,West
CA-2015-110030,06/12/2015,08/12/2015,Second Class,LF-17185,Houston,Texas,77095.0,Central
CA-2015-121286,04/11/2015,08/11/2015,Second Class,ON-18715,Cary,North Carolina,27511.0,South
CA-2017-164735,14/04/2017,19/04/2017,Second Class,TB-21400,Alexandria,Virginia,22304.0,South
CA-2015-153479,04/10/2015,08/10/2015,Standard Class,DF-13135,Vallejo,California,94591.0,West
CA-2018-149888,07/11/2018,13/11/2018,Standard Class,EP-13915,Philadelphia,Pennsylvania,19120.0,East
CA-2018-119193,22/12/2018,24/12/2018,First Class,SK-19990,Toledo,Ohio,43615.0,East
CA-2018-104801,13/02/2018,19/02/2018,Standard Class,FH-14350,Seattle,Washington,98105.0,West
CA-2015-107594,02/07/2015,06/07/2015,Standard Class,EH-13945,Plainfield,New Jersey,7060.0,East
CA-2016-129770,21/02/2016,23/02/2016,Second Class,JE-15715,Las Cruces,New Mexico,88001.0,West
CA-2016-115798,13/11/2016,19/11/2016,Standard Class,KL-16645,Newark,Delaware,19711.0,East
CA-2018-122707,16/04/2018,18/04/2018,First Class,EB-13750,Hoover,Alabama,35244.0,South
CA-2017-165015,25/02/2017,27/02/2017,Second Class,BD-11725,Newark,Ohio,43055.0,East
CA-2015-149244,04/11/2015,08/11/2015,Standard Class,MS-17530,San Diego,California,92037.0,West
CA-2016-140144,20/06/2016,25/06/2016,Second Class,SC-20770,San Francisco,California,94122.0,West
CA-2018-163321,07/08/2018,11/08/2018,Second Class,FM-14380,Jacksonville,North Carolina,28540.0,South
CA-2015-155887,12/05/2015,17/05/2015,Standard Class,KT-16480,Franklin,Massachusetts,2038.0,East
US-2016-165449,22/11/2016,26/11/2016,Standard Class,AP-10720,Frisco,Texas,75034.0,Central
CA-2016-110247,04/12/2016,08/12/2016,Standard Class,RH-19555,Tallahassee,Florida,32303.0,South
US-2015-141257,08/06/2015,14/06/2015,Standard Class,CS-11950,Seattle,Washington,98115.0,West
CA-2015-154669,08/08/2015,11/08/2015,Second Class,TM-21010,Vacaville,California,95687.0,West
CA-2015-158029,26/05/2015,30/05/2015,Standard Class,HF-14995,Los Angeles,California,90008.0,West
CA-2016-155306,17/04/2016,21/04/2016,Standard Class,GA-14515,San Francisco,California,94122.0,West
CA-2017-127775,11/06/2017,13/06/2017,Second Class,ES-14020,New York City,New York,10035.0,East
CA-2017-146171,11/03/2017,15/03/2017,Standard Class,JP-16135,Columbus,Georgia,31907.0,South
CA-2015-129574,26/05/2015,29/05/2015,First Class,Dp-13240,Murray,Utah,84107.0,West
CA-2018-126536,12/10/2018,14/10/2018,First Class,NK-18490,San Francisco,California,94110.0,West
CA-2018-165757,22/06/2018,28/06/2018,Standard Class,PL-18925,Philadelphia,Pennsylvania,19140.0,East
CA-2018-167752,15/01/2018,18/01/2018,First Class,RW-19690,Philadelphia,Pennsylvania,19134.0,East
US-2016-122140,02/04/2016,07/04/2016,Standard Class,MO-17950,Dallas,Texas,75220.0,Central
CA-2017-163986,03/09/2017,10/09/2017,Standard Class,JJ-15445,Waukesha,Wisconsin,53186.0,Central
CA-2018-158967,10/12/2018,12/12/2018,First Class,BT-11680,Fort Lauderdale,Florida,33311.0,South
CA-2017-131576,22/11/2017,26/11/2017,Standard Class,RD-19585,Detroit,Michigan,48205.0,Central
CA-2018-143455,11/11/2018,18/11/2018,Standard Class,ML-17755,Springfield,Ohio,45503.0,East
CA-2017-144729,21/10/2017,25/10/2017,Standard Class,JE-15745,San Diego,California,92037.0,West
CA-2016-127019,21/12/2016,25/12/2016,Standard Class,ER-13855,Colorado Springs,Colorado,80906.0,West
CA-2016-138534,17/07/2016,19/07/2016,Second Class,JM-15535,Bakersfield,California,93309.0,West
CA-2018-108322,30/04/2018,05/05/2018,Standard Class,SS-20140,Pompano Beach,Florida,33068.0,South
CA-2018-167668,06/05/2018,08/05/2018,First Class,TC-21295,New York City,New York,10035.0,East
CA-2018-146724,20/11/2018,27/11/2018,Standard Class,HG-15025,Lakeville,Minnesota,55044.0,Central
CA-2017-139878,11/11/2017,16/11/2017,Standard Class,LD-17005,Detroit,Michigan,48234.0,Central
US-2017-106677,05/11/2017,10/11/2017,Standard Class,AS-10285,Philadelphia,Pennsylvania,19134.0,East
CA-2017-116974,09/10/2017,15/10/2017,Standard Class,MP-17965,Troy,Ohio,45373.0,East
CA-2016-149972,21/09/2016,23/09/2016,First Class,CD-12790,Los Angeles,California,90036.0,West
US-2015-117744,02/12/2015,06/12/2015,Standard Class,MD-17860,Corpus Christi,Texas,78415.0,Central
CA-2015-125514,21/09/2015,22/09/2015,First Class,BM-11650,Omaha,Nebraska,68104.0,Central
CA-2015-154599,12/04/2015,17/04/2015,Standard Class,KN-16450,Redondo Beach,California,90278.0,West
CA-2018-158743,20/10/2018,27/10/2018,Standard Class,IG-15085,Little Rock,Arkansas,72209.0,South
CA-2017-153318,25/10/2017,28/10/2017,First Class,JS-15595,Miami,Florida,33180.0,South
US-2016-110163,01/11/2016,04/11/2016,First Class,GA-14725,Salem,Oregon,97301.0,West
CA-2018-143329,03/11/2018,08/11/2018,Standard Class,DL-13330,Las Cruces,New Mexico,88001.0,West
CA-2016-159380,12/05/2016,16/05/2016,Standard Class,CS-12505,San Francisco,California,94122.0,West
CA-2016-122623,07/09/2016,11/09/2016,Standard Class,CC-12145,El Paso,Texas,79907.0,Central
CA-2016-148635,25/07/2016,27/07/2016,Second Class,MH-18025,Seattle,Washington,98115.0,West
CA-2016-135685,16/11/2016,18/11/2016,Second Class,MP-18175,Milwaukee,Wisconsin,53209.0,Central
CA-2016-104626,01/09/2016,08/09/2016,Standard Class,DR-12940,Franklin,Massachusetts,2038.0,East
CA-2017-160500,05/05/2017,08/05/2017,First Class,DM-13015,Encinitas,California,92024.0,West
CA-2017-100202,31/12/2017,05/01/2018,Standard Class,BD-11620,Anaheim,California,92804.0,West
CA-2018-131016,18/09/2018,20/09/2018,First Class,DC-12850,Arlington,Texas,76017.0,Central
US-2015-112914,25/09/2015,30/09/2015,Standard Class,MT-18070,Houston,Texas,77041.0,Central
CA-2017-124149,23/04/2017,26/04/2017,First Class,MJ-17740,Lancaster,Ohio,43130.0,East
CA-2015-148915,01/11/2015,05/11/2015,Standard Class,ND-18370,Portland,Oregon,97206.0,West
